Tỉnh Thành Phố,Mã TP,Quận Huyện,Mã QH,Phường Xã,Mã PX
Tỉnh Thanh Hóa,38,Huyện Hoằng Hóa,399,Xã Hoằng Phong,15973
Tỉnh Thanh Hóa,38,Huyện Hoằng Hóa,399,Xã Hoằng Lưu,15976
Tỉnh Thanh Hóa,38,Huyện Hoằng Hóa,399,Xã Hoằng Châu,15979
Tỉnh Thanh Hóa,38,Huyện Hoằng Hóa,399,Xã Hoằng Tân,15982
Tỉnh Thanh Hóa,38,Huyện Hoằng Hóa,399,Xã Hoằng Yến,15985
Tỉnh Thanh Hóa,38,Huyện Hoằng Hóa,399,Xã Hoằng Tiến,15988
Tỉnh Thanh Hóa,38,Huyện Hoằng Hóa,399,Xã Hoằng Hải,15991
Tỉnh Thanh Hóa,38,Huyện Hoằng Hóa,399,Xã Hoằng Ngọc,15994
Tỉnh Thanh Hóa,38,Huyện Hoằng Hóa,399,Xã Hoằng Đông,15997
Tỉnh Thanh Hóa,38,Huyện Hoằng Hóa,399,Xã Hoằng Thanh,16000
Tỉnh Thanh Hóa,38,Huyện Hoằng Hóa,399,Xã Hoằng Phụ,16003
Tỉnh Thanh Hóa,38,Huyện Hoằng Hóa,399,Xã Hoằng Trường,16006
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Thị trấn Hậu Lộc,16012
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Đồng Lộc,16015
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Đại Lộc,16018
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Triệu Lộc,16021
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Tiến Lộc,16027
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Lộc Sơn,16030
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Cầu Lộc,16033
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Thành Lộc,16036
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Tuy Lộc,16039
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Phong Lộc,16042
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Mỹ Lộc,16045
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Thuần Lộc,16048
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Xuân Lộc,16057
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Hoa Lộc,16063
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Liên Lộc,16066
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Quang Lộc,16069
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Phú Lộc,16072
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Hòa Lộc,16075
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Minh Lộc,16078
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Hưng Lộc,16081
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Hải Lộc,16084
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Đa Lộc,16087
Tỉnh Thanh Hóa,38,Huyện Hậu Lộc,400,Xã Ngư Lộc,16090
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Thị trấn Nga Sơn,16093
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Ba Đình,16096
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Vịnh,16099
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Văn,16102
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Thiện,16105
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Tiến,16108
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Phượng,16114
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Trung,16117
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Bạch,16120
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Thanh,16123
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Yên,16132
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Giáp,16135
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Hải,16138
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Thành,16141
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga An,16144
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Phú,16147
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Điền,16150
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Tân,16153
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Thủy,16156
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Liên,16159
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Thái,16162
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Thạch,16165
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Thắng,16168
Tỉnh Thanh Hóa,38,Huyện Nga Sơn,401,Xã Nga Trường,16171
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Thị trấn Yên Cát,16174
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Xã Bãi Trành,16177
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Xã Xuân Hòa,16180
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Xã Xuân Bình,16183
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Xã Hóa Quỳ,16186
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Xã Cát Vân,16195
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Xã Cát Tân,16198
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Xã Tân Bình,16201
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Xã Bình Lương,16204
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Xã Thanh Quân,16207
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Xã Thanh Xuân,16210
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Xã Thanh Hòa,16213
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Xã Thanh Phong,16216
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Xã Thanh Lâm,16219
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Xã Thanh Sơn,16222
Tỉnh Thanh Hóa,38,Huyện Như Xuân,402,Xã Thượng Ninh,16225
Tỉnh Thanh Hóa,38,Huyện Như Thanh,403,Thị trấn Bến Sung,16228
Tỉnh Thanh Hóa,38,Huyện Như Thanh,403,Xã Cán Khê,16231
Tỉnh Thanh Hóa,38,Huyện Như Thanh,403,Xã Xuân Du,16234
Tỉnh Thanh Hóa,38,Huyện Như Thanh,403,Xã Phượng Nghi,16240
Tỉnh Thanh Hóa,38,Huyện Như Thanh,403,Xã Mậu Lâm,16243
Tỉnh Thanh Hóa,38,Huyện Như Thanh,403,Xã Xuân Khang,16246
Tỉnh Thanh Hóa,38,Huyện Như Thanh,403,Xã Phú Nhuận,16249
Tỉnh Thanh Hóa,38,Huyện Như Thanh,403,Xã Hải Long,16252
Tỉnh Thanh Hóa,38,Huyện Như Thanh,403,Xã Xuân Thái,16258
Tỉnh Thanh Hóa,38,Huyện Như Thanh,403,Xã Xuân Phúc,16261
Tỉnh Thanh Hóa,38,Huyện Như Thanh,403,Xã Yên Thọ,16264
Tỉnh Thanh Hóa,38,Huyện Như Thanh,403,Xã Yên Lạc,16267
Tỉnh Thanh Hóa,38,Huyện Như Thanh,403,Xã Thanh Tân,16273
Tỉnh Thanh Hóa,38,Huyện Như Thanh,403,Xã Thanh Kỳ,16276
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Thị trấn Nông Cống,16279
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Tân Phúc,16282
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Tân Thọ,16285
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Hoàng Sơn,16288
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Tân Khang,16291
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Hoàng Giang,16294
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Trung Chính,16297
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Trung Thành,16303
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Tế Thắng,16309
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Tế Lợi,16315
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Tế Nông,16318
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Minh Nghĩa,16321
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Minh Khôi,16324
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Vạn Hòa,16327
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Trường Trung,16330
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Vạn Thắng,16333
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Trường Giang,16336
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Vạn Thiện,16339
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Thăng Long,16342
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Trường Minh,16345
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Trường Sơn,16348
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Thăng Bình,16351
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Công Liêm,16354
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Tượng Văn,16357
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Thăng Thọ,16360
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Tượng Lĩnh,16363
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Tượng Sơn,16366
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Công Chính,16369
Tỉnh Thanh Hóa,38,Huyện Nông Cống,404,Xã Yên Mỹ,16375
Tỉnh Thanh Hóa,38,Huyện Đông Sơn,405,Thị trấn Rừng Thông,16378
Tỉnh Thanh Hóa,38,Huyện Đông Sơn,405,Xã Đông Hoàng,16381
Tỉnh Thanh Hóa,38,Huyện Đông Sơn,405,Xã Đông Ninh,16384
Tỉnh Thanh Hóa,38,Huyện Đông Sơn,405,Xã Đông Hòa,16390
Tỉnh Thanh Hóa,38,Huyện Đông Sơn,405,Xã Đông Yên,16393
Tỉnh Thanh Hóa,38,Huyện Đông Sơn,405,Xã Đông Minh,16399
Tỉnh Thanh Hóa,38,Huyện Đông Sơn,405,Xã Đông Thanh,16402
Tỉnh Thanh Hóa,38,Huyện Đông Sơn,405,Xã Đông Tiến,16405
Tỉnh Thanh Hóa,38,Huyện Đông Sơn,405,Xã Đông Khê,16408
Tỉnh Thanh Hóa,38,Huyện Đông Sơn,405,Xã Đông Thịnh,16414
Tỉnh Thanh Hóa,38,Huyện Đông Sơn,405,Xã Đông Văn,16417
Tỉnh Thanh Hóa,38,Huyện Đông Sơn,405,Xã Đông Phú,16420
Tỉnh Thanh Hóa,38,Huyện Đông Sơn,405,Xã Đông Nam,16423
Tỉnh Thanh Hóa,38,Huyện Đông Sơn,405,Xã Đông Quang,16426
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Thị trấn Tân Phong,16438
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Trạch,16447
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Đức,16453
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Định,16456
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Nhân,16462
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Ninh,16465
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Bình,16468
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Hợp,16471
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Văn,16474
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Long,16477
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Yên,16480
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Hòa,16483
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Khê,16489
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Trung,16492
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Chính,16495
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Ngọc,16498
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Trường,16501
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Phúc,16510
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Giao,16519
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Hải,16540
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Lưu,16543
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Lộc,16546
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Tiên Trang,16549
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Nham,16552
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Thạch,16555
Tỉnh Thanh Hóa,38,Huyện Quảng Xương,406,Xã Quảng Thái,16558
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Hải Hòa,16561
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Hải Châu,16564
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Xã Thanh Thủy,16567
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Xã Thanh Sơn,16570
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Hải Ninh,16576
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Xã Anh Sơn,16579
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Xã Ngọc Lĩnh,16582
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Hải An,16585
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Xã Các Sơn,16591
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Tân Dân,16594
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Hải Lĩnh,16597
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Xã Định Hải,16600
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Xã Phú Sơn,16603
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Ninh Hải,16606
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Nguyên Bình,16609
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Xã Hải Nhân,16612
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Bình Minh,16618
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Hải Thanh,16621
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Xã Phú Lâm,16624
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Xuân Lâm,16627
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Trúc Lâm,16630
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Hải Bình,16633
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Xã Tân Trường,16636
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Xã Tùng Lâm,16639
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Tĩnh Hải,16642
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Mai Lâm,16645
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Xã Trường Lâm,16648
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Xã Hải Yến,16651
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Phường Hải Thượng,16654
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Xã Nghi Sơn,16657
Tỉnh Thanh Hóa,38,Thị xã Nghi Sơn,407,Xã Hải Hà,16660
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Đông Vĩnh,16663
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Hà Huy Tập,16666
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Lê Lợi,16669
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Quán Bàu,16670
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Hưng Bình,16672
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Hưng Phúc,16673
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Hưng Dũng,16675
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Cửa Nam,16678
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Quang Trung,16681
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Đội Cung,16684
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Lê Mao,16687
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Trường Thi,16690
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Bến Thủy,16693
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Hồng Sơn,16696
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Trung Đô,16699
Tỉnh Nghệ An,40,Thành phố Vinh,412,Xã Nghi Phú,16702
Tỉnh Nghệ An,40,Thành phố Vinh,412,Xã Hưng Đông,16705
Tỉnh Nghệ An,40,Thành phố Vinh,412,Xã Hưng Lộc,16708
Tỉnh Nghệ An,40,Thành phố Vinh,412,Xã Hưng Hòa,16711
Tỉnh Nghệ An,40,Thành phố Vinh,412,Phường Vinh Tân,16714
Tỉnh Nghệ An,40,Thành phố Vinh,412,Xã Nghi Liên,17908
Tỉnh Nghệ An,40,Thành phố Vinh,412,Xã Nghi Ân,17914
Tỉnh Nghệ An,40,Thành phố Vinh,412,Xã Nghi Kim,17920
Tỉnh Nghệ An,40,Thành phố Vinh,412,Xã Nghi Đức,17923
Tỉnh Nghệ An,40,Thành phố Vinh,412,Xã Hưng Chính,18013
Tỉnh Nghệ An,40,Thị xã Cửa Lò,413,Phường Nghi Thuỷ,16717
Tỉnh Nghệ An,40,Thị xã Cửa Lò,413,Phường Nghi Tân,16720
Tỉnh Nghệ An,40,Thị xã Cửa Lò,413,Phường Thu Thuỷ,16723
Tỉnh Nghệ An,40,Thị xã Cửa Lò,413,Phường Nghi Hòa,16726
Tỉnh Nghệ An,40,Thị xã Cửa Lò,413,Phường Nghi Hải,16729
Tỉnh Nghệ An,40,Thị xã Cửa Lò,413,Phường Nghi Hương,16732
Tỉnh Nghệ An,40,Thị xã Cửa Lò,413,Phường Nghi Thu,16735
Tỉnh Nghệ An,40,Thị xã Thái Hoà,414,Phường Hoà Hiếu,16939
Tỉnh Nghệ An,40,Thị xã Thái Hoà,414,Phường Quang Phong,16993
Tỉnh Nghệ An,40,Thị xã Thái Hoà,414,Phường Quang Tiến,16994
Tỉnh Nghệ An,40,Thị xã Thái Hoà,414,Phường Long Sơn,17003
Tỉnh Nghệ An,40,Thị xã Thái Hoà,414,Xã Nghĩa Tiến,17005
Tỉnh Nghệ An,40,Thị xã Thái Hoà,414,Xã Nghĩa Mỹ,17008
Tỉnh Nghệ An,40,Thị xã Thái Hoà,414,Xã Tây Hiếu,17011
Tỉnh Nghệ An,40,Thị xã Thái Hoà,414,Xã Nghĩa Thuận,17014
Tỉnh Nghệ An,40,Thị xã Thái Hoà,414,Xã Đông Hiếu,17017
Tỉnh Nghệ An,40,Huyện Quế Phong,415,Thị trấn Kim Sơn,16738
Tỉnh Nghệ An,40,Huyện Quế Phong,415,Xã Thông Thụ,16741
Tỉnh Nghệ An,40,Huyện Quế Phong,415,Xã Đồng Văn,16744
Tỉnh Nghệ An,40,Huyện Quế Phong,415,Xã Hạnh Dịch,16747
Tỉnh Nghệ An,40,Huyện Quế Phong,415,Xã Tiền Phong,16750
Tỉnh Nghệ An,40,Huyện Quế Phong,415,Xã Nậm Giải,16753
Tỉnh Nghệ An,40,Huyện Quế Phong,415,Xã Tri Lễ,16756
Tỉnh Nghệ An,40,Huyện Quế Phong,415,Xã Châu Kim,16759
Tỉnh Nghệ An,40,Huyện Quế Phong,415,Xã Mường Nọc,16763
Tỉnh Nghệ An,40,Huyện Quế Phong,415,Xã Châu Thôn,16765
Tỉnh Nghệ An,40,Huyện Quế Phong,415,Xã Nậm Nhoóng,16768
Tỉnh Nghệ An,40,Huyện Quế Phong,415,Xã Quang Phong,16771
Tỉnh Nghệ An,40,Huyện Quế Phong,415,Xã Căm Muộn,16774
Tỉnh Nghệ An,40,Huyện Quỳ Châu,416,Thị trấn Tân Lạc,16777
Tỉnh Nghệ An,40,Huyện Quỳ Châu,416,Xã Châu Bính,16780
Tỉnh Nghệ An,40,Huyện Quỳ Châu,416,Xã Châu Thuận,16783
Tỉnh Nghệ An,40,Huyện Quỳ Châu,416,Xã Châu Hội,16786
Tỉnh Nghệ An,40,Huyện Quỳ Châu,416,Xã Châu Nga,16789
Tỉnh Nghệ An,40,Huyện Quỳ Châu,416,Xã Châu Tiến,16792
Tỉnh Nghệ An,40,Huyện Quỳ Châu,416,Xã Châu Hạnh,16795
Tỉnh Nghệ An,40,Huyện Quỳ Châu,416,Xã Châu Thắng,16798
Tỉnh Nghệ An,40,Huyện Quỳ Châu,416,Xã Châu Phong,16801
Tỉnh Nghệ An,40,Huyện Quỳ Châu,416,Xã Châu Bình,16804
Tỉnh Nghệ An,40,Huyện Quỳ Châu,416,Xã Châu Hoàn,16807
Tỉnh Nghệ An,40,Huyện Quỳ Châu,416,Xã Diên Lãm,16810
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Thị trấn Mường Xén,16813
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Mỹ Lý,16816
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Bắc Lý,16819
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Keng Đu,16822
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Đoọc Mạy,16825
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Huồi Tụ,16828
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Mường Lống,16831
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Na Loi,16834
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Nậm Cắn,16837
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Bảo Nam,16840
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Phà Đánh,16843
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Bảo Thắng,16846
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Hữu Lập,16849
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Tà Cạ,16852
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Chiêu Lưu,16855
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Mường Típ,16858
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Hữu Kiệm,16861
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Tây Sơn,16864
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Mường Ải,16867
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Na Ngoi,16870
Tỉnh Nghệ An,40,Huyện Kỳ Sơn,417,Xã Nậm Càn,16873
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Thị trấn Thạch Giám,16876
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Mai Sơn,16879
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Nhôn Mai,16882
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Hữu Khuông,16885
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Yên Tĩnh,16900
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Nga My,16903
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Xiêng My,16904
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Lưỡng Minh,16906
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Yên Hòa,16909
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Yên Na,16912
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Lưu Kiền,16915
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Xá Lượng,16921
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Tam Thái,16924
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Tam Đình,16927
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Yên Thắng,16930
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Tam Quang,16933
Tỉnh Nghệ An,40,Huyện Tương Dương,418,Xã Tam Hợp,16936
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Thị trấn Nghĩa Đàn,16941
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Mai,16942
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Yên,16945
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Lạc,16948
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Lâm,16951
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Sơn,16954
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Lợi,16957
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Bình,16960
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Thọ,16963
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Minh,16966
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Phú,16969
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Hưng,16972
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Hồng,16975
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Thịnh,16978
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Trung,16981
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Hội,16984
Tỉnh Nghệ An,40,Huyện Nghĩa Đàn,419,Xã Nghĩa Thành,16987
